source_type,metric,sample_size,mean,std,median,min,max
AI,code_quality_metrics.starter_code_avg_function_loc,6,2.125,3.3005681329128778,0.0,0.0,6.75
AI,code_quality_metrics.starter_code_comment_line_ratio,6,0.27595,0.11819185674148622,0.29005000000000003,0.1129,0.4118
AI,code_quality_metrics.starter_code_docstring_count,6,0.0,0.0,0.0,0.0,0.0
AI,code_quality_metrics.starter_code_function_count,6,1.1666666666666667,1.834847859269718,0.0,0.0,4.0
AI,code_quality_metrics.starter_code_loc_total,6,36.0,14.832396974191326,34.5,17.0,62.0
AI,code_quality_metrics.starter_code_max_function_loc,6,2.6666666666666665,4.1311822359545785,0.0,0.0,8.0
AI,code_quality_metrics.starter_code_mccabe_max,2,1.5,0.7071067811865476,1.5,1.0,2.0
AI,code_quality_metrics.starter_code_mi,6,94.71570000000001,8.669262381079488,100.0,79.6363,100.0
AI,code_quality_metrics.starter_code_pylint_warning_count,6,7.0,3.22490309931942,6.5,4.0,12.0
AI,code_quality_metrics.starter_code_ruff_error_count,6,2.0,1.4142135623730951,2.0,0.0,4.0
AI,instruction_metrics.avg_sentence_length,6,21.041666666666668,4.032405265181894,20.799999999999997,16.3333,27.25
AI,instruction_metrics.flesch_kincaid_grade,6,11.9856,1.1891188788342404,12.094850000000001,10.1066,13.3115
AI,instruction_metrics.flesch_reading_ease,6,38.45718333333334,5.92780535524461,37.14685,32.5764,48.5568
AI,instruction_metrics.instruction_completeness_ratio,6,0.9722166666666666,0.06805499002032595,1.0,0.8333,1.0
AI,instruction_metrics.max_sentence_length,6,30.0,7.874007874011811,28.5,22.0,45.0
AI,instruction_metrics.technical_term_density_instruction,6,0.0176,0.00828854631404084,0.0165,0.0092,0.0306
AI,instruction_metrics.var_sentence_length,6,56.53421666666667,61.376293950952,34.9911,13.04,176.1875
AI,structure_metrics.structure_completeness_ratio,6,0.875,0.0,0.875,0.875,0.875
AI,structure_metrics.structure_score_weighted,6,0.8666999999999999,1.2161883888976234e-16,0.8667,0.8667,0.8667
Expert,code_quality_metrics.starter_code_avg_function_loc,4,5.25,10.5,0.0,0.0,21.0
Expert,code_quality_metrics.starter_code_comment_line_ratio,4,0.0,0.0,0.0,0.0,0.0
Expert,code_quality_metrics.starter_code_docstring_count,4,0.0,0.0,0.0,0.0,0.0
Expert,code_quality_metrics.starter_code_function_count,4,0.25,0.5,0.0,0.0,1.0
Expert,code_quality_metrics.starter_code_loc_total,4,14.5,4.358898943540674,12.5,12.0,21.0
Expert,code_quality_metrics.starter_code_max_function_loc,4,5.25,10.5,0.0,0.0,21.0
Expert,code_quality_metrics.starter_code_mccabe_max,1,2.0,,2.0,2.0,2.0
Expert,code_quality_metrics.starter_code_mi,4,94.138675,11.722650000000002,100.0,76.5547,100.0
Expert,code_quality_metrics.starter_code_pylint_warning_count,4,2.5,0.5773502691896257,2.5,2.0,3.0
Expert,code_quality_metrics.starter_code_ruff_error_count,4,12.5,4.123105625617661,13.0,7.0,17.0
Expert,instruction_metrics.avg_sentence_length,6,13.027783333333332,4.402536432292942,14.41665,6.6667,17.0
Expert,instruction_metrics.flesch_kincaid_grade,6,9.144,2.638341128815605,8.7739,5.89,13.8984
Expert,instruction_metrics.flesch_reading_ease,6,51.2738,14.558112931558128,55.10045,24.5097,64.7083
Expert,instruction_metrics.instruction_completeness_ratio,6,0.55555,0.2018562037689206,0.58335,0.3333,0.8333
Expert,instruction_metrics.max_sentence_length,6,16.333333333333332,3.6696957185394363,17.5,11.0,21.0
Expert,instruction_metrics.technical_term_density_instruction,6,0.008233333333333334,0.013096818952198533,0.0,0.0,0.0294
Expert,instruction_metrics.var_sentence_length,6,9.7639,6.346276219327362,12.4028,0.8889,16.0
Expert,structure_metrics.structure_completeness_ratio,6,0.75,0.13693063937629152,0.75,0.625,0.875
Expert,structure_metrics.structure_score_weighted,6,0.75555,0.13391816531001313,0.7555499999999999,0.6333,0.8778
