code_quality_metrics.solution_code_avg_function_loc,code_quality_metrics.solution_code_comment_line_ratio,code_quality_metrics.solution_code_docstring_count,code_quality_metrics.solution_code_function_count,code_quality_metrics.solution_code_has_docstring_flag,code_quality_metrics.solution_code_loc_total,code_quality_metrics.solution_code_long_function_flag,code_quality_metrics.solution_code_max_function_loc,code_quality_metrics.solution_code_mccabe_max,code_quality_metrics.solution_code_mi,code_quality_metrics.solution_code_naming_violation_flag,code_quality_metrics.solution_code_pylint_warning_count,code_quality_metrics.solution_code_ruff_error_count,code_quality_metrics.solution_code_static_analysis_ok,code_quality_metrics.solution_code_syntax_parse_ok,code_quality_metrics.starter_code_avg_function_loc,code_quality_metrics.starter_code_comment_line_ratio,code_quality_metrics.starter_code_docstring_count,code_quality_metrics.starter_code_function_count,code_quality_metrics.starter_code_has_docstring_flag,code_quality_metrics.starter_code_loc_total,code_quality_metrics.starter_code_long_function_flag,code_quality_metrics.starter_code_max_function_loc,code_quality_metrics.starter_code_mccabe_max,code_quality_metrics.starter_code_mi,code_quality_metrics.starter_code_naming_violation_flag,code_quality_metrics.starter_code_pylint_warning_count,code_quality_metrics.starter_code_ruff_error_count,code_quality_metrics.starter_code_static_analysis_ok,code_quality_metrics.starter_code_syntax_parse_ok,difficulty,exercise_id,exercise_type,instruction_metrics.avg_sentence_length,instruction_metrics.flesch_kincaid_grade,instruction_metrics.flesch_reading_ease,instruction_metrics.instruction_completeness_ratio,instruction_metrics.instruction_has_background_knowledge,instruction_metrics.instruction_has_constraints,instruction_metrics.instruction_has_eval_criteria,instruction_metrics.instruction_has_io_spec,instruction_metrics.instruction_has_submission_format,instruction_metrics.instruction_has_task_goal,instruction_metrics.max_sentence_length,instruction_metrics.technical_term_density_instruction,instruction_metrics.var_sentence_length,source_type,structure_metrics.constraints_present,structure_metrics.expected_goal_present,structure_metrics.io_spec_present,structure_metrics.solution_or_hint_present,structure_metrics.starter_code_or_env_present,structure_metrics.structure_completeness_ratio,structure_metrics.structure_score_weighted,structure_metrics.task_description_present,structure_metrics.test_cases_present,structure_metrics.title_present,topic
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.5,0.1786,0,2,False,28,False,8,2,92.416,False,8,1,False,True,intermediate,AI-DTL-01-01,training-analysis,12.5714,11.1131,39.305,1.0,True,True,True,True,True,True,24.0,0.0227,53.3878,AI,True,True,True,False,True,0.875,0.8667,True,True,True,Optimization
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,0.0769,0,3,False,26,False,8,2,79.8307,False,13,2,False,True,intermediate,AI-DTL-02-01,training-analysis,21.5,14.6316,28.0098,1.0,True,True,True,True,True,True,29.0,0.0233,29.25,AI,True,True,True,False,True,0.875,0.8667,True,True,True,Optimization
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.1905,0,4,False,21,False,1,1,83.6463,False,15,1,False,True,beginner-intermediate,AI-OPT-02-01,training-analysis,19.75,12.021,32.0323,1.0,True,True,True,True,True,True,23.0,0.0127,11.6875,AI,True,True,True,False,True,0.875,0.8667,True,True,True,Optimization
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1935,0,0,False,31,nan,0,nan,100.0,True,8,2,False,True,intermediate,AI-OPT-03-01,model revision,16.6667,10.8308,39.8979,0.8333,True,True,True,True,False,True,22.0,0.04,14.8889,AI,True,True,True,False,True,0.875,0.8667,True,True,True,Optimization
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1818,0,0,False,55,nan,0,nan,80.4304,True,6,0,False,True,intermediate,AI-OPT-04-01,model revision,18.8,11.1367,42.8251,0.8333,True,True,True,True,False,True,32.0,0.0319,58.56,AI,True,True,True,False,True,0.875,0.8667,True,True,True,Optimization
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1111,0,0,False,27,nan,0,nan,100.0,False,5,3,False,True,intermediate,AI-OPT-05-01,model revision,18.5,12.6696,32.7254,1.0,True,True,True,True,True,True,29.0,0.009,41.9167,AI,True,True,True,False,True,0.875,0.8667,True,True,True,Optimization
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,intermediate,DTL-01,training-analysis,9.0,8.4607,50.4333,0.5,True,False,False,False,True,True,13.0,0.0,14.0,Expert,False,True,False,True,True,0.625,0.6333,True,False,True,Optimization
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,intermediate,DTL-02,training-analysis,6.6667,5.89,64.7083,0.3333,True,False,False,False,False,True,11.0,0.0,10.8889,Expert,False,True,False,True,True,0.625,0.6333,True,False,True,Optimization
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21.0,0.0,0,1,False,21,False,21,2,76.5547,False,3,7,False,True,beginner-intermediate,OPT-02,training-analysis,12.5,8.1111,59.7676,0.8333,True,True,False,True,True,True,17.0,0.0,13.9167,Expert,True,True,True,True,True,0.875,0.8778,True,False,True,Optimization
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,False,12,nan,0,nan,100.0,False,3,17,False,True,intermediate,OPT-03,model revision,17.0,9.0871,60.1918,0.3333,True,False,False,False,False,True,21.0,0.0294,16.0,Expert,False,True,False,True,True,0.625,0.6333,True,False,True,Optimization
