code_quality_metrics.solution_code_avg_function_loc,code_quality_metrics.solution_code_comment_line_ratio,code_quality_metrics.solution_code_docstring_count,code_quality_metrics.solution_code_function_count,code_quality_metrics.solution_code_has_docstring_flag,code_quality_metrics.solution_code_loc_total,code_quality_metrics.solution_code_long_function_flag,code_quality_metrics.solution_code_max_function_loc,code_quality_metrics.solution_code_mccabe_max,code_quality_metrics.solution_code_mi,code_quality_metrics.solution_code_naming_violation_flag,code_quality_metrics.solution_code_pylint_warning_count,code_quality_metrics.solution_code_ruff_error_count,code_quality_metrics.solution_code_static_analysis_ok,code_quality_metrics.solution_code_syntax_parse_ok,code_quality_metrics.starter_code_avg_function_loc,code_quality_metrics.starter_code_comment_line_ratio,code_quality_metrics.starter_code_docstring_count,code_quality_metrics.starter_code_function_count,code_quality_metrics.starter_code_has_docstring_flag,code_quality_metrics.starter_code_loc_total,code_quality_metrics.starter_code_long_function_flag,code_quality_metrics.starter_code_max_function_loc,code_quality_metrics.starter_code_mccabe_max,code_quality_metrics.starter_code_mi,code_quality_metrics.starter_code_naming_violation_flag,code_quality_metrics.starter_code_pylint_warning_count,code_quality_metrics.starter_code_ruff_error_count,code_quality_metrics.starter_code_static_analysis_ok,code_quality_metrics.starter_code_syntax_parse_ok,difficulty,exercise_id,exercise_type,instruction_metrics.avg_sentence_length,instruction_metrics.flesch_kincaid_grade,instruction_metrics.flesch_reading_ease,instruction_metrics.instruction_completeness_ratio,instruction_metrics.instruction_has_background_knowledge,instruction_metrics.instruction_has_constraints,instruction_metrics.instruction_has_eval_criteria,instruction_metrics.instruction_has_io_spec,instruction_metrics.instruction_has_submission_format,instruction_metrics.instruction_has_task_goal,instruction_metrics.max_sentence_length,instruction_metrics.technical_term_density_instruction,instruction_metrics.var_sentence_length,source_type,structure_metrics.constraints_present,structure_metrics.expected_goal_present,structure_metrics.io_spec_present,structure_metrics.solution_or_hint_present,structure_metrics.starter_code_or_env_present,structure_metrics.structure_completeness_ratio,structure_metrics.structure_score_weighted,structure_metrics.task_description_present,structure_metrics.test_cases_present,structure_metrics.title_present,topic
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.381,0,0,False,21,nan,0,nan,100.0,True,16,5,False,True,intermediate,AI-KER-02-01,model building,23.3333,14.42,34.425,1.0,True,True,True,True,True,True,35.0,0.0286,68.2222,AI,True,True,True,False,True,0.875,0.8667,True,True,True,RNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.0,0.2778,0,2,False,36,False,12,4,86.8638,True,16,3,False,True,intermediate,AI-KER-04-01,model building,28.75,12.9198,36.5721,1.0,True,True,True,True,True,True,55.0,0.0435,243.6875,AI,True,True,True,False,True,0.875,0.8667,True,True,True,RNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.0,0.1429,1,2,True,28,False,16,2,91.4704,True,12,0,False,True,intermediate,AI-MIT-01-01,code completion,20.6667,11.5023,49.4067,0.8333,True,True,True,True,False,True,27.0,0.0806,21.5556,AI,True,True,True,False,True,0.875,0.8667,True,True,True,RNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,0.2667,0,2,False,15,False,7,2,97.0667,True,9,1,False,True,intermediate,AI-RNN-01-01,code completion,19.25,11.0745,49.0598,1.0,True,True,True,True,True,True,28.0,0.013,70.1875,AI,True,True,True,False,True,0.875,0.8667,True,True,True,RNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,0.3333,0,2,False,18,False,7,2,100.0,False,18,1,False,True,intermediate,AI-RNN-02-01,model building,26.6667,18.2313,13.6304,0.8333,True,True,True,True,False,True,36.0,0.0125,60.2222,AI,True,True,True,False,True,0.875,0.8667,True,True,True,RNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.8571,0.2128,0,7,False,47,False,6,3,77.5799,False,34,9,False,True,intermediate,AI-RNN-03-01,model building,21.0,11.8771,41.6725,1.0,True,True,True,True,True,True,33.0,0.0476,86.0,AI,True,True,True,False,True,0.875,0.8667,True,True,True,RNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,False,13,nan,0,nan,100.0,True,4,11,False,True,intermediate,KER-02,model building,18.5,12.6736,37.1494,0.6667,True,True,False,True,False,True,25.0,0.0541,42.25,Expert,True,True,True,True,True,0.875,0.8778,True,False,True,RNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,False,18,nan,0,nan,100.0,False,2,16,False,True,intermediate,KER-04,model building,18.3333,12.5855,37.4848,0.6667,True,True,False,True,False,True,25.0,0.0545,22.8889,Expert,True,True,True,True,True,0.875,0.8778,True,False,True,RNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.0,0.1053,0,3,False,19,False,11,3,90.1552,False,10,6,False,True,intermediate,MIT-01,code completion,15.3333,8.9027,57.3574,0.6667,True,True,False,True,False,True,28.0,0.0435,80.2222,Expert,True,True,True,True,True,0.875,0.8778,True,False,True,RNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,0.0526,0,1,False,19,False,18,7,77.9397,True,5,11,False,True,intermediate,RNN-01,code completion,20.6667,9.7894,61.6874,0.6667,True,True,False,True,False,True,32.0,0.0323,96.8889,Expert,True,True,True,True,True,0.875,0.8778,True,False,True,RNN
