source_type,metric,sample_size,mean,std,median,min,max
AI,code_quality_metrics.starter_code_avg_function_loc,5,17.2,12.194260945215172,24.0,4.0,29.0
AI,code_quality_metrics.starter_code_comment_line_ratio,5,0.24028,0.058279902196211694,0.2069,0.1905,0.3214
AI,code_quality_metrics.starter_code_docstring_count,5,0.6,0.5477225575051662,1.0,0.0,1.0
AI,code_quality_metrics.starter_code_function_count,5,1.4,0.5477225575051661,1.0,1.0,2.0
AI,code_quality_metrics.starter_code_loc_total,5,29.8,9.57601169589929,28.0,21.0,46.0
AI,code_quality_metrics.starter_code_max_function_loc,5,19.6,14.774978849392646,25.0,4.0,36.0
AI,code_quality_metrics.starter_code_mccabe_max,5,1.6,0.8944271909999159,1.0,1.0,3.0
AI,code_quality_metrics.starter_code_mi,5,95.88597999999999,5.379024170516433,96.9437,86.9041,100.0
AI,code_quality_metrics.starter_code_pylint_warning_count,5,11.4,5.366563145999495,9.0,7.0,19.0
AI,code_quality_metrics.starter_code_ruff_error_count,5,1.4,1.140175425099138,1.0,0.0,3.0
AI,instruction_metrics.avg_sentence_length,5,24.46666,3.80359070129792,24.3333,18.75,29.3333
AI,instruction_metrics.flesch_kincaid_grade,5,13.860739999999998,2.313008345856106,12.8052,11.2318,16.6408
AI,instruction_metrics.flesch_reading_ease,5,35.64428,10.525136687330955,36.6518,21.4716,47.9318
AI,instruction_metrics.instruction_completeness_ratio,5,0.9333199999999999,0.09130535033611116,1.0,0.8333,1.0
AI,instruction_metrics.max_sentence_length,5,46.6,8.905054744357274,48.0,35.0,58.0
AI,instruction_metrics.technical_term_density_instruction,5,0.03748,0.027425754319617173,0.04,0.0103,0.0779
AI,instruction_metrics.var_sentence_length,5,232.60834,133.41322735408585,198.2222,67.5556,408.1875
AI,structure_metrics.structure_completeness_ratio,5,0.875,0.0,0.875,0.875,0.875
AI,structure_metrics.structure_score_weighted,5,0.8667,0.0,0.8667,0.8667,0.8667
Expert,code_quality_metrics.starter_code_avg_function_loc,3,6.25,2.0463381929681126,6.75,4.0,8.0
Expert,code_quality_metrics.starter_code_comment_line_ratio,3,0.0315,0.029624145557298358,0.0357,0.0,0.0588
Expert,code_quality_metrics.starter_code_docstring_count,3,0.3333333333333333,0.5773502691896258,0.0,0.0,1.0
Expert,code_quality_metrics.starter_code_function_count,3,2.6666666666666665,1.1547005383792515,2.0,2.0,4.0
Expert,code_quality_metrics.starter_code_loc_total,3,18.333333333333332,9.073771725877467,17.0,10.0,28.0
Expert,code_quality_metrics.starter_code_max_function_loc,3,9.0,4.0,9.0,5.0,13.0
Expert,code_quality_metrics.starter_code_mccabe_max,3,3.0,1.0,3.0,2.0,4.0
Expert,code_quality_metrics.starter_code_mi,3,70.363,7.251518142430589,70.3267,63.1297,77.6326
Expert,code_quality_metrics.starter_code_pylint_warning_count,3,7.666666666666667,3.0550504633038935,7.0,5.0,11.0
Expert,code_quality_metrics.starter_code_ruff_error_count,3,7.333333333333333,1.5275252316519465,7.0,6.0,9.0
Expert,instruction_metrics.avg_sentence_length,5,17.58334,8.755566245423536,14.25,9.0,30.6667
Expert,instruction_metrics.flesch_kincaid_grade,5,14.194759999999999,4.969037611852018,11.52,9.7252,21.6554
Expert,instruction_metrics.flesch_reading_ease,5,24.314280000000004,21.531594844715986,28.5,-6.1687,49.8278
Expert,instruction_metrics.instruction_completeness_ratio,5,0.59998,0.25276691239163407,0.6667,0.3333,0.8333
Expert,instruction_metrics.max_sentence_length,5,25.0,15.572411502397436,18.0,9.0,47.0
Expert,instruction_metrics.technical_term_density_instruction,5,0.0349,0.04599711947502799,0.0217,0.0,0.1111
Expert,instruction_metrics.var_sentence_length,5,65.34862000000001,79.63812335823842,16.0,0.0,169.0
Expert,structure_metrics.structure_completeness_ratio,5,0.8,0.16770509831248423,0.875,0.625,1.0
Expert,structure_metrics.structure_score_weighted,5,0.8044399999999999,0.16400067987663955,0.8778,0.6333,1.0
