code_quality_metrics.solution_code_avg_function_loc,code_quality_metrics.solution_code_comment_line_ratio,code_quality_metrics.solution_code_docstring_count,code_quality_metrics.solution_code_function_count,code_quality_metrics.solution_code_has_docstring_flag,code_quality_metrics.solution_code_loc_total,code_quality_metrics.solution_code_long_function_flag,code_quality_metrics.solution_code_max_function_loc,code_quality_metrics.solution_code_mccabe_max,code_quality_metrics.solution_code_mi,code_quality_metrics.solution_code_naming_violation_flag,code_quality_metrics.solution_code_pylint_warning_count,code_quality_metrics.solution_code_ruff_error_count,code_quality_metrics.solution_code_static_analysis_ok,code_quality_metrics.solution_code_syntax_parse_ok,code_quality_metrics.starter_code_avg_function_loc,code_quality_metrics.starter_code_comment_line_ratio,code_quality_metrics.starter_code_docstring_count,code_quality_metrics.starter_code_function_count,code_quality_metrics.starter_code_has_docstring_flag,code_quality_metrics.starter_code_loc_total,code_quality_metrics.starter_code_long_function_flag,code_quality_metrics.starter_code_max_function_loc,code_quality_metrics.starter_code_mccabe_max,code_quality_metrics.starter_code_mi,code_quality_metrics.starter_code_naming_violation_flag,code_quality_metrics.starter_code_pylint_warning_count,code_quality_metrics.starter_code_ruff_error_count,code_quality_metrics.starter_code_static_analysis_ok,code_quality_metrics.starter_code_syntax_parse_ok,difficulty,exercise_id,exercise_type,instruction_metrics.avg_sentence_length,instruction_metrics.flesch_kincaid_grade,instruction_metrics.flesch_reading_ease,instruction_metrics.instruction_completeness_ratio,instruction_metrics.instruction_has_background_knowledge,instruction_metrics.instruction_has_constraints,instruction_metrics.instruction_has_eval_criteria,instruction_metrics.instruction_has_io_spec,instruction_metrics.instruction_has_submission_format,instruction_metrics.instruction_has_task_goal,instruction_metrics.max_sentence_length,instruction_metrics.technical_term_density_instruction,instruction_metrics.var_sentence_length,source_type,structure_metrics.constraints_present,structure_metrics.expected_goal_present,structure_metrics.io_spec_present,structure_metrics.solution_or_hint_present,structure_metrics.starter_code_or_env_present,structure_metrics.structure_completeness_ratio,structure_metrics.structure_score_weighted,structure_metrics.task_description_present,structure_metrics.test_cases_present,structure_metrics.title_present,topic
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.0,0.3214,1,1,True,28,False,33,1,60.3306,True,14,0,False,True,intermediate,AI-CNN-01-01,code completion,20.5,10.3947,49.392,0.8333,True,True,True,True,False,True,36.0,0.0488,90.25,AI,True,True,True,False,True,0.875,0.8667,True,True,True,CNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.0,0.2105,1,1,True,19,False,19,1,100.0,False,12,2,False,True,beginner,AI-CNN-02-01,code completion,16.6667,9.4161,49.3727,0.8333,True,True,True,True,False,True,32.0,0.06,117.5556,AI,True,True,True,False,True,0.875,0.8667,True,True,True,CNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.5,0.2381,0,2,False,21,False,4,2,100.0,False,16,1,False,True,beginner-intermediate,AI-CNN-03-01,model building,22.5,11.5947,44.7068,0.8333,True,True,True,True,False,True,31.0,0.0,36.75,AI,True,True,True,False,True,0.875,0.8667,True,True,True,CNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.875,0,0,False,8,nan,0,nan,100.0,False,4,1,False,True,intermediate,AI-CNN-04-01,training-analysis,23.6667,14.9132,30.295,1.0,True,True,True,True,True,True,32.0,0.0,72.2222,AI,True,True,True,False,True,0.875,0.8667,True,True,True,CNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.0,0.25,0,1,False,20,False,9,1,91.7614,False,11,2,False,True,beginner,AI-KER-01-01,model building,19.0,13.9683,29.8267,1.0,True,True,True,True,True,True,36.0,0.0,112.0,AI,True,True,True,False,True,0.875,0.8667,True,True,True,CNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.5,0.3636,0,2,False,11,False,3,2,100.0,True,10,1,False,True,beginner-intermediate,AI-MIT-02-01,model building,15.8333,11.8114,35.825,0.8333,True,True,True,True,False,True,23.0,0.0421,24.4722,AI,True,True,True,False,True,0.875,0.8667,True,True,True,CNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.0,0.2424,1,1,True,33,False,37,1,100.0,False,3,0,False,True,intermediate,CNN-01,code completion,15.25,8.8719,52.1162,1.0,True,True,True,True,True,True,24.0,0.0164,37.6875,Expert,True,True,True,True,True,0.875,0.8778,True,False,True,CNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,0.2222,0,1,False,9,False,6,1,100.0,True,8,2,False,True,beginner,CNN-02,concept-to-code,28.0,15.37,45.425,0.3333,True,False,False,False,False,True,28.0,0.1071,0.0,Expert,False,True,False,True,True,0.625,0.6333,True,False,True,CNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,beginner-intermediate,CNN-03,model building,11.4,8.3871,56.1262,0.6667,True,True,False,True,False,True,27.0,0.0088,63.44,Expert,True,True,True,True,True,0.875,0.8778,True,False,True,CNN
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,intermediate,CNN-04,training-analysis,15.0,6.4651,74.2402,0.6667,True,True,False,True,False,True,24.0,0.0,44.6667,Expert,True,True,True,True,True,0.875,0.8778,True,False,True,CNN
